legacy_path,classification,reason,replacement,source_commit,sha256,action
src/p4/collection/policy.py,KEEP_CANONICAL,bounded collection primitive selected after code audit,src/p4/collection/policy.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,9c142467c3ba4aa1d10bd28348804e053a400750b009552c728e0b2a345cdd6b,REFACTOR
src/p4/collection/recorder.py,KEEP_CANONICAL,bounded collection primitive selected after code audit,src/p4/collection/recorder.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,7286e0a59651597f1e9ba73a7a49bfbbbe13eb6187bc92564769e30786f03491,REFACTOR
src/p4/config.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/config.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,01a62baddb0bd39c54169aafaca3b89125b9e55573416997abdf84b2be5723b6,REFACTOR
src/p4/io/__init__.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/io/__init__.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,d35c3ecf3aa9339b004633b5aa5fe4824929813b3bacd7aba5f705a6d02f0f84,KEEP
src/p4/io/hashing.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/io/hashing.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,97b2c0d24ebdcb2306ab44229864a981404cd027759e94f47e3ac22cd370ebbc,KEEP
src/p4/io/paths.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/io/paths.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,f5913484e5fe4bbe31e20641f9ef450a29dab9434de902467271e322baaac8c2,KEEP
src/p4/marts/__init__.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/marts/__init__.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,f527012c88263173e5e7dccec3b36e7be8ecd0c4ad48b4d84d168a97c0f0da2d,KEEP
src/p4/marts/posting.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/marts/posting.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,925cc3891dc40c8b898748a8da25df8103d539e5c0a4051a3c43099aba5bc8e9,KEEP
src/p4/marts/results.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/marts/results.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,0c6d0de143507906690808ad7afe226c164cbd7b384f5cfb1c09bd07fd4532be,KEEP
src/p4/marts/timeseries.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/marts/timeseries.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,3b39920500ddeda726de7e19f543d5dcaa3fb51946b6426897ab0df4a002f1b3,KEEP
src/p4/ncs/__init__.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/ncs/__init__.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,487e9b9ea56d72454652e2df74c61a899c42db5e42b9945b71c3a2eabc223f27,KEEP
src/p4/ncs/calibration.py,DROP_OBSOLETE,status-only skeleton without evaluation capability,future Contract 2.4 implementation,d691a97d68b237ef0698c36a3576cdbb07b6c29d,f9bb201a93c60d4eb7bcb589ed9c754de4ab974cc51fe9ba6eade30b906c23bc,not promoted as implemented
src/p4/ncs/corpus.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/ncs/corpus.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,7e809bb8eeead4eda126b038b522e049531ed996df2c49276153d9f3447f34b3,KEEP
src/p4/ncs/evaluation.py,DROP_OBSOLETE,status-only skeleton without evaluation capability,future Contract 2.4 implementation,d691a97d68b237ef0698c36a3576cdbb07b6c29d,6c7d0f1fd401e40f31ef0c1e660b737f497aa8f99443f87695a5c1f2a44f9f4b,not promoted as implemented
src/p4/ncs/reference.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/ncs/reference.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,ed39bf15ecfda34b865d90a963f801efe1fce75af641fc4f50763d46732898bc,KEEP
src/p4/ncs/retrieval.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/ncs/retrieval.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,f6156e15a6ed497edf1e5cb17029ad93bacc8cbdf3d7c9fb8aed4294ec6299d5,KEEP
src/p4/ncs/source.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/ncs/source.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,fe45100d8b835e5e76d568112b3463cb80893f3ef203923dd26fbc0514842a5b,KEEP
src/p4/processing/__init__.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/processing/__init__.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,a78d6309b0921cf765d94c97927fdd67e0aaf366250c140fdf466b8ecbb8c3e1,KEEP
src/p4/processing/dedup.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/processing/dedup.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,65936680dc336d7688dad477acbb31eb2f9b2e55162f58274a4d4f0056850160,KEEP
src/p4/processing/eligibility.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/processing/eligibility.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,c4522366d8c51a0d5b4dc6ba24d359fdcc738dd8caa59e6126bfdd2539eeb30a,KEEP
src/p4/processing/labels.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/processing/labels.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,5762db67d84362f953ed379ee3177fa6d396c8dc6cb7588d9b9bf1ac4db591cb,KEEP
src/p4/processing/replay.py,DROP_OBSOLETE,depends on legacy precomputed semantic tables,src/p4/processing/producers.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,a2fa7730181ce40a22b8c8c7b702ee9d6af46b979f32eaa46c526fc812f3e3d6,replace with raw-to-semantic producer
src/p4/processing/requirements.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/processing/requirements.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,4e2e89535aae0037ba230621613dabe5d7fc88f22a088858b7cc3d631dc1799c,KEEP
src/p4/processing/tracks.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/processing/tracks.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,0c45900130b1fc26661f97e1e91c4ffb1862a43cafc8b4308ba2941db2deaaef,KEEP
src/p4/qa/__init__.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/qa/__init__.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,06123faaf80f092c819a03ebe1faa99e4baf04e742eba594fe856d21854285fa,KEEP
src/p4/qa/gates.py,DROP_OBSOLETE,status-only bootstrap wrapper replaced by evidence-derived QA,src/p4/qa/bundle.py and src/p4/docs/status.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,a8a48f80c09d7cf2a3070880aac88c7a0049d2b7c30599f44cf47dfbf1f2da4d,drop
src/p4/qa/lineage.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/qa/lineage.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,ac1a7cd373064d1984b13dacca86d6efe1791d4cee1cc7c3c279d54897e9b240,KEEP
src/p4/qa/schema.py,KEEP_CANONICAL,selected implementation base; governed by new tests and docs,src/p4/qa/schema.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,193a841cd3b32e00f43be114133f7a62b464913d41b72f23f51e3bcbaf06c2db,KEEP
src/p4/qa/semantics.py,DROP_OBSOLETE,status-only bootstrap wrapper replaced by evidence-derived QA,src/p4/qa/bundle.py and src/p4/docs/status.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,fad10ecc8fec330703a574af45b19695fabfd8f784983c785a47f3f53d7643c1,drop
tests/collection/test_policy.py,KEEP_CANONICAL,network-free regression test selected for cleanroom,tests/collection/test_policy.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,f118e0dcb9c5668a857d7021434e4e590644981b154b3b7a8d8288a9ee5abc18,REFACTOR
tests/collection/test_recorder.py,KEEP_CANONICAL,network-free regression test selected for cleanroom,tests/collection/test_recorder.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,cf9952fd9d95d4fa45e53962d921ce2fde7a42ff9030a74789118f8058b6ece0,REFACTOR
tests/integration/test_contract.py,KEEP_CANONICAL,network-free regression test selected for cleanroom,tests/integration/test_contract.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,2eecd99d10fc230bdefe7d4581cedc92e99317084cfea42ff2943ec435c823bf,REFACTOR
tests/integration/test_empty_bootstrap.py,DROP_OBSOLETE,pure-bootstrap assertion superseded by cleanroom synthetic E2E,tests/integration/test_synthetic_raw_semantic_e2e.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,1e37ac52d93a85f150420878d68dbc314c264d2e8152dd054e220ef8346f40ad,drop
tests/marts/test_marts.py,KEEP_CANONICAL,network-free regression test selected for cleanroom,tests/marts/test_marts.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,4196452d1d78aee3ebda9f3e7e8c5e3de3b9f6c29c9f895cb904cdd61203aa58,REFACTOR
tests/ncs/test_ncs.py,KEEP_CANONICAL,network-free regression test selected for cleanroom,tests/ncs/test_ncs.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,c2db23e50514ca780f554ef39646726d5fa19516e82efbb9c1d12807e48917fc,REFACTOR
tests/processing/test_eligibility.py,KEEP_CANONICAL,network-free regression test selected for cleanroom,tests/processing/test_eligibility.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,8d85ad7eaa6b508b30c2cde3e8cac83543160df489bf9f2332166c9f50d1782d,REFACTOR
tests/processing/test_requirements.py,KEEP_CANONICAL,network-free regression test selected for cleanroom,tests/processing/test_requirements.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,7b1650ee9c1f66523600515c8f8e8ba1694f032a0b11c909ce9bc0bd18405131,REFACTOR
tests/processing/test_tracks_dedup.py,KEEP_CANONICAL,network-free regression test selected for cleanroom,tests/processing/test_tracks_dedup.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,522b36f0ff0caa2fb07cbb70b27218bd6803d343f26eaacf575a0639ca42a0ad,REFACTOR
tests/test_config.py,KEEP_CANONICAL,network-free regression test selected for cleanroom,tests/test_config.py,d691a97d68b237ef0698c36a3576cdbb07b6c29d,e8e277fb10dee5266ca446bcbf71e74716e2b59c11ecc586a0d5d5c9bd4864b9,REFACTOR
uv.lock,KEEP_CANONICAL,required build or project metadata,uv.lock,d691a97d68b237ef0698c36a3576cdbb07b6c29d,f601462a18d2d48bec388316484ccdf9d506d316d35256cbe6cd9e1aaab5fc15,KEEP
